delta_id	registry_id	entity_name	candidate_class	scope_policy	registrable_domain	raw_url	normalized_key	preclassification_hint	source
M4B1D0464	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/tag/instrukciya	https://blog.promopult.ru/tag/instrukciya	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0465	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/tag/internet-magazin	https://blog.promopult.ru/tag/internet-magazin	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0466	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/tag/kartochka-tovara	https://blog.promopult.ru/tag/kartochka-tovara	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0467	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/tag/marketplejs	https://blog.promopult.ru/tag/marketplejs	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0468	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/tag/prodazhi	https://blog.promopult.ru/tag/prodazhi	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0469	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/tag/vajldberriz	https://blog.promopult.ru/tag/vajldberriz	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0470	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/tag/wildberries	https://blog.promopult.ru/tag/wildberries	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0471	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/tags/	https://blog.promopult.ru/tags	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0472	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-1.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-1.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0473	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-10.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-10.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0474	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-11.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-11.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0475	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-12.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-12.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0476	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-13.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-13.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0477	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-14.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-14.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0478	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-15.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-15.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0479	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-16.jpg	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-16.jpg	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0480	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-17.jpg	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-17.jpg	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0481	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-18.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-18.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0482	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-19.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-19.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0483	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-2.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-2.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0484	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-20.jpg	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-20.jpg	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0485	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-21.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-21.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0486	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-22.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-22.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0487	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-23.jpg	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-23.jpg	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0488	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-24.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-24.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0489	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-25.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-25.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0490	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-26.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-26.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0491	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-27.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-27.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0492	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-28.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-28.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0493	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-29.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-29.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0494	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-3.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-3.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0495	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-30.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-30.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0496	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-31.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-31.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0497	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-32.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-32.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0498	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-33.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-33.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0499	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-34.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-34.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0500	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-35.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-35.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0501	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-36.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-36.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0502	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-37.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-37.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0503	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-38.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-38.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0504	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-39.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-39.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0505	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-4.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-4.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0506	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-40.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-40.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0507	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-41.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-41.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0508	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-42.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-42.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0509	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-43.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-43.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0510	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-44.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-44.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0511	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-45.jpg	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-45.jpg	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0512	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-46.jpg	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-46.jpg	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0513	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-47.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-47.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0514	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-48.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-48.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0515	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-49.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-49.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0516	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-5.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-5.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0517	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-50.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-50.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0518	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-51.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-51.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0519	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-52.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-52.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0520	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-53.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-53.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0521	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-54.jpg	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-54.jpg	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0522	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-55.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-55.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0523	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-56.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-56.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0524	REG031	Promopult	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	promopult.ru	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-57.png	https://blog.promopult.ru/wp-content/uploads/2025/01/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries-57.png	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
