page_id	url_id	registry_id	entity_name	candidate_class	final_url	captured_at	page_role	title	meta_description	h1	heading_structure_summary	breadcrumb_summary	marketplace_scope	ai_llm_scope	user_jobs	data_scope	capability_claims	action_boundary_claims	integrations	pricing_availability	cta	proof_trust_cases	faq_subtopics	author_freshness	internal_link_pattern	structured_data_observed	evidence_locator	claim_confidence	octoport_overlap	octoport_difference	notes
M4B1P0214	M4B1U0319	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellerden/soprovozhdenie-dlya-marketpleysov/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Сопровождение на маркетплейсах - SellerDen	NOT_OBSERVED_IN_CAPTURE	Сопровождение на маркетплейсах	## Сопровождение магазина на маркетплейсах | ## Отдельные услуги и цены | ## Развивайте свой бизнес на маркетплейсах с SellerDen | ## Успешные кейсы | ## Остались вопросы?	NOT_OBSERVED_IN_CAPTURE	GENERIC_MARKETPLACE	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	GENERIC_MARKETPLACE | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY | REGISTER | BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	NOT_OBSERVED_IN_CAPTURE	2 days ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellerden/soprovozhdenie-dlya-marketpleysov/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0215	M4B1U0320	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellerden/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Выход на маркетплейсы • Сервис «SellerDen»	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	### AI - Инструменты для работы на маркетплейсах	NOT_OBSERVED_IN_CAPTURE	OZON	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY | REGISTER | BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	NOT_OBSERVED_IN_CAPTURE	3 days ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellerden/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0216	M4B1U0321	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellerden/soprovozhdenie-dlya-marketpleysov/vedenie/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Ведение на маркетплейсах! - SellerDen	NOT_OBSERVED_IN_CAPTURE	Ведение на маркетплейсах	## Ведение магазина на маркетплейсах | ## Отдельные услуги и цены | ### SEO оптимизация карточки | ## Развивайте свой бизнес на маркетплейсах с SellerDen | ## Начнем оптимизацию	NOT_OBSERVED_IN_CAPTURE	GENERIC_MARKETPLACE	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	GENERIC_MARKETPLACE | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY | REGISTER | BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	NOT_OBSERVED_IN_CAPTURE	3 days ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellerden/soprovozhdenie-dlya-marketpleysov/vedenie/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0217	M4B1U0322	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellerden/unit-economic/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Юнит-экономика для Вайлдберриз, Озон и Яндекс Маркет	NOT_OBSERVED_IN_CAPTURE	Расчёт юнит-экономики для Вайлдберриз, Озон и Яндекс Маркет	### Зачем нужна юнит-экономика на маркетплейсах? | ## Юнит-экономика для Wildberries | ## Юнит-экономика для Ozon	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	CASES_OR_TESTIMONIALS	NOT_OBSERVED_IN_CAPTURE	2 days ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellerden/unit-economic/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0218	M4B1U0323	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellerden/infografika/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Инфографика для маркетплейсов - SellerDen	NOT_OBSERVED_IN_CAPTURE	Инфографика	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	OZON	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	DEMO | REGISTER | BUY_OR_LEAD	CASES_OR_TESTIMONIALS	NOT_OBSERVED_IN_CAPTURE	3 weeks ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellerden/infografika/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0219	M4B1U0324	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellercow/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Фулфилмент в Казани - центр SellerCow	NOT_OBSERVED_IN_CAPTURE	Фулфилмент Казань	## Что такое фулфилмент? | ## Фулфилмент для интернет-магазинов	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	REGISTER	CASES_OR_TESTIMONIALS	NOT_OBSERVED_IN_CAPTURE	2 days ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellercow/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0220	M4B1U0325	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellercow/otgruzka-na-sklad-marketplejsov/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	SellerCow: Отгрузка на склад маркетплейсов	NOT_OBSERVED_IN_CAPTURE	Отгрузка на склад маркетплейсов	### SEO оптимизация карточки	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET	PUBLIC_PRICE_OR_TRIAL_MENTION	DEMO | REGISTER | BUY_OR_LEAD	CASES_OR_TESTIMONIALS	NOT_OBSERVED_IN_CAPTURE	2 weeks ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellercow/otgruzka-na-sklad-marketplejsov/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0221	M4B1U0326	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellercow/upakovka/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Упаковка для маркетплейсов (Казань) - SellerCow	NOT_OBSERVED_IN_CAPTURE	Упаковка для маркетплейсов	### Оптимизация упаковки | ### Влияние упаковки на продажи и отзывы | ### Локальные особенности и преимущества	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	REGISTER	CASES_OR_TESTIMONIALS	NOT_OBSERVED_IN_CAPTURE	3 days ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellercow/upakovka/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0222	M4B1U0327	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellercow/otvetstvennoe-hranenie-na-marketplejse/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Ответственное хранение на маркетплейсе от SellerCow	NOT_OBSERVED_IN_CAPTURE	Ответственное хранение на маркетплейсе	### Контроль и проверки качества | ### Меры защиты от повреждений | ### Учет товаров | ### Использование специализированного ПО	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET	PUBLIC_PRICE_OR_TRIAL_MENTION	DEMO | REGISTER | BUY_OR_LEAD	CASES_OR_TESTIMONIALS | SECURITY_CLAIM	NOT_OBSERVED_IN_CAPTURE	last week	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellercow/otvetstvennoe-hranenie-na-marketplejse/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0223	M4B1U0328	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellerbat/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Доставка до маркетплейсов под ключ от «SellerBat»	NOT_OBSERVED_IN_CAPTURE	Порядок работы	### 01 | ### 02 | ### 03 | ### 04 | ## Аутсорс vs. Самостоятельная доставка до маркетплейсов	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	NOT_OBSERVED	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | INVENTORY_SUPPLY | PRICING_REPRICING	SALES | STOCKS | ADS | FINANCE	COMPETITOR_CLAIM: SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | INVENTORY_SUPPLY | PRICING_REPRICING	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	CASES_OR_TESTIMONIALS	NOT_OBSERVED_IN_CAPTURE	last month	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellerbat/ ; public capture 2026-09-18 ; title/headings/visible text	MEDIUM	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0224	M4B1U0329	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellercow/sertification/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Сертификация товаров для маркетплейсов - SellerDen	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	## Порядок работы: | ### 01 | ### 02 | ### 03 | ### 04	NOT_OBSERVED_IN_CAPTURE	GENERIC_MARKETPLACE	NOT_OBSERVED	SEARCH_OR_NICHE_ANALYTICS | PRICING_REPRICING	ORDERS	COMPETITOR_CLAIM: SEARCH_OR_NICHE_ANALYTICS | PRICING_REPRICING	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	GENERIC_MARKETPLACE	NOT_OBSERVED_IN_CAPTURE	BUY_OR_LEAD	NOT_OBSERVED	NOT_OBSERVED_IN_CAPTURE	3 days ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellercow/sertification/ ; public capture 2026-09-18 ; title/headings/visible text	MEDIUM	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0225	M4B1U0330	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellerden/trademark-registration/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Регистрация товарных знаков - SellerDen	NOT_OBSERVED_IN_CAPTURE	Регистрация товарных знаков	## Выгрузки данных по продажам на маркетплейсах | ## Выберите свою подписку | ### Бесплатная | ### Стандарт | ### Корпоративный | ### Корпоративный | ### Кастомные запросы данных	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET	PUBLIC_PRICE_OR_TRIAL_MENTION	REGISTER | BUY_OR_LEAD	NOT_OBSERVED	NOT_OBSERVED_IN_CAPTURE	3 months ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellerden/trademark-registration/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0226	M4B1U0331	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellercat/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Бухгалтерский учёт для маркетплейсов • «SellerCat»	NOT_OBSERVED_IN_CAPTURE	Грамотный бухгалтерский учет на маркетплейсе	## Выведем карточки товаров в ТОП | ## Обращайтесь к нам, если: | ## Полное бухгалтерское сопровождение | ## С нами выгодно | ## Тарифные планы | ## Оставьте заявку на консультацию | ## Налогообложение для маркетплейсов | ### ЭДО для маркетплейсов | ### «SellerCat» = экономичный подход | ## Сервис бухгалтерского сопровождения поставщиков маркетплейсов	NOT_OBSERVED_IN_CAPTURE	GENERIC_MARKETPLACE	NOT_OBSERVED	REPORTING_FINANCE | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING	SALES | STOCKS | FINANCE	COMPETITOR_CLAIM: REPORTING_FINANCE | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	GENERIC_MARKETPLACE	PUBLIC_PRICE_OR_TRIAL_MENTION	REGISTER | BUY_OR_LEAD | CONNECT	CASES_OR_TESTIMONIALS	NOT_OBSERVED_IN_CAPTURE	3 weeks ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellercat/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0227	M4B1U0332	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	https://sellerden.ru/sellerfox/statistika-prodazh-na-marketpleysah/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Статистика продаж на маркетплейсах ◕ в 2026 году	NOT_OBSERVED_IN_CAPTURE	Статистика продаж на маркетплейсах	### ТОП артикулов на на сегодня | ## «SellerFox»- | ### Wildberries | ### OZON | ### Яндекс.Маркет | ### ТОП категорий на сегодня | ## Статистика для любых стратегий | ## Статистика по продавцам маркетплейсов | ## Статистика по брендам на маркетплейсах | ## Статистика по складам маркетплейсов | ## Как просматривать статистику продаж на маркетплейсах? | ## Статистика продаж на Wildberries	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET	PUBLIC_PRICE_OR_TRIAL_MENTION	REGISTER | CONNECT	CASES_OR_TESTIMONIALS	NOT_OBSERVED_IN_CAPTURE	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerden.ru/sellerfox/statistika-prodazh-na-marketpleysah/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
